Date and Time,"Hydro-only, MtCO2e","Estimated, MtCO2e","Coal-only, MtCO2e"
2010-07-18T00:00:00,4E-06,0.000119,0.000214
2010-07-19T00:00:00,5E-06,0.000119,0.000216
2010-07-20T00:00:00,5E-06,0.000121,0.000219
2010-07-21T00:00:00,5E-06,0.000127,0.000229
2010-07-22T00:00:00,5E-06,0.000126,0.000227
2010-07-23T00:00:00,5E-06,0.000127,0.000229
2010-07-24T00:00:00,5E-06,0.000127,0.00023
2010-07-25T00:00:00,5E-06,0.000133,0.000241
2010-07-26T00:00:00,5E-06,0.00014,0.000253
2010-07-27T00:00:00,5E-06,0.000144,0.00026
2010-07-28T00:00:00,5E-06,0.000145,0.000261
2010-07-29T00:00:00,6E-06,0.000151,0.000273
2010-07-30T00:00:00,6E-06,0.000156,0.000282
2010-07-31T00:00:00,6E-06,0.000165,0.000297
2010-08-01T00:00:00,7E-06,0.000173,0.000313
2010-08-02T00:00:00,7E-06,0.000182,0.000328
2010-08-03T00:00:00,7E-06,0.00019,0.000343
2010-08-04T00:00:00,8E-06,0.000201,0.000363
2010-08-05T00:00:00,8E-06,0.000208,0.000376
2010-08-06T00:00:00,8E-06,0.000212,0.000383
2010-08-07T00:00:00,8E-06,0.000215,0.000388
2010-08-08T00:00:00,8E-06,0.000221,0.0004
2010-08-09T00:00:00,9E-06,0.000225,0.000407
2010-08-10T00:00:00,9E-06,0.000232,0.000419
2010-08-11T00:00:00,9E-06,0.000244,0.000441
2010-08-12T00:00:00,1E-05,0.000255,0.00046
2010-08-13T00:00:00,1E-05,0.000268,0.000484
2010-08-14T00:00:00,1.1E-05,0.000292,0.000527
2010-08-15T00:00:00,1.1E-05,0.000298,0.000538
2010-08-16T00:00:00,1.1E-05,0.000303,0.000547
2010-08-17T00:00:00,1.1E-05,0.000302,0.000545
2010-08-18T00:00:00,1.1E-05,0.000294,0.000532
2010-08-19T00:00:00,1.1E-05,0.00029,0.000525
2010-08-20T00:00:00,1.1E-05,0.000303,0.000547
2010-08-21T00:00:00,1.1E-05,0.000297,0.000537
2010-08-22T00:00:00,1.2E-05,0.000312,0.000563
2010-08-23T00:00:00,1.3E-05,0.00033,0.000597
2010-08-24T00:00:00,1.3E-05,0.000354,0.00064
2010-08-25T00:00:00,1.4E-05,0.000377,0.000681
2010-08-26T00:00:00,1.5E-05,0.000399,0.000721
2010-08-27T00:00:00,1.5E-05,0.000403,0.000728
2010-08-28T00:00:00,1.6E-05,0.000413,0.000745
2010-08-29T00:00:00,1.5E-05,0.000409,0.000738
2010-08-30T00:00:00,1.5E-05,0.0004,0.000722
2010-08-31T00:00:00,1.5E-05,0.000402,0.000727
2010-09-01T00:00:00,1.5E-05,0.000395,0.000714
2010-09-02T00:00:00,1.4E-05,0.000367,0.000663
2010-09-03T00:00:00,1.3E-05,0.000342,0.000617
2010-09-04T00:00:00,1.2E-05,0.00032,0.000578
2010-09-05T00:00:00,1.1E-05,0.000298,0.000538
2010-09-06T00:00:00,1.1E-05,0.000278,0.000503
2010-09-07T00:00:00,9E-06,0.000248,0.000448
2010-09-08T00:00:00,9E-06,0.000231,0.000418
2010-09-09T00:00:00,9E-06,0.000231,0.000417
2010-09-10T00:00:00,9E-06,0.000238,0.000431
2010-09-11T00:00:00,9E-06,0.000239,0.000431
2010-09-12T00:00:00,9E-06,0.000246,0.000445
2010-09-13T00:00:00,1E-05,0.000254,0.000458
2010-09-14T00:00:00,1E-05,0.000268,0.000484
2010-09-15T00:00:00,1E-05,0.00027,0.000487
2010-09-16T00:00:00,1.1E-05,0.000289,0.000521
2010-09-17T00:00:00,1.1E-05,0.000296,0.000534
2010-09-18T00:00:00,1.2E-05,0.000313,0.000565
2010-09-19T00:00:00,1.3E-05,0.000332,0.000601
2010-09-20T00:00:00,1.3E-05,0.000353,0.000638
2010-09-21T00:00:00,1.4E-05,0.000357,0.000645
2010-09-22T00:00:00,1.4E-05,0.00037,0.000668
2010-09-23T00:00:00,1.5E-05,0.000388,0.000701
2010-09-24T00:00:00,1.5E-05,0.000407,0.000736
2010-09-25T00:00:00,1.6E-05,0.000414,0.000748
2010-09-26T00:00:00,1.6E-05,0.000414,0.000748
2010-09-27T00:00:00,1.6E-05,0.000422,0.000762
2010-09-28T00:00:00,1.7E-05,0.000438,0.000792
2010-09-29T00:00:00,1.7E-05,0.000456,0.000824
2010-09-30T00:00:00,1.7E-05,0.000449,0.000811
2010-10-01T00:00:00,1.7E-05,0.000447,0.000808
2010-10-02T00:00:00,1.6E-05,0.000429,0.000774
2010-10-03T00:00:00,1.6E-05,0.00042,0.000759
2010-10-04T00:00:00,1.6E-05,0.000417,0.000754
2010-10-05T00:00:00,1.5E-05,0.000404,0.000729
2010-10-06T00:00:00,1.5E-05,0.000407,0.000734
2010-10-07T00:00:00,1.6E-05,0.000412,0.000745
2010-10-08T00:00:00,1.6E-05,0.000412,0.000745
2010-10-09T00:00:00,1.7E-05,0.000437,0.000789
2010-10-10T00:00:00,1.7E-05,0.00046,0.000831
2010-10-11T00:00:00,1.8E-05,0.000463,0.000836
2010-10-12T00:00:00,1.8E-05,0.000477,0.000862
2010-10-13T00:00:00,1.8E-05,0.000482,0.000871
2010-10-14T00:00:00,1.9E-05,0.000505,0.000912
2010-10-15T00:00:00,2E-05,0.000518,0.000936
2010-10-16T00:00:00,2.1E-05,0.000565,0.00102
2010-10-17T00:00:00,2.3E-05,0.000608,0.001099
2010-10-18T00:00:00,2.5E-05,0.000651,0.001175
2010-10-19T00:00:00,2.6E-05,0.000695,0.001256
2010-10-20T00:00:00,2.8E-05,0.000734,0.001326
2010-10-21T00:00:00,2.9E-05,0.000761,0.001375
2010-10-22T00:00:00,3E-05,0.000789,0.001425
2010-10-23T00:00:00,3E-05,0.000795,0.001437
2010-10-24T00:00:00,3.1E-05,0.000817,0.001476
2010-10-25T00:00:00,3.2E-05,0.000847,0.001529
2010-10-26T00:00:00,3.4E-05,0.000899,0.001624
2010-10-27T00:00:00,3.5E-05,0.000929,0.001678
2010-10-28T00:00:00,3.6E-05,0.000961,0.001736
2010-10-29T00:00:00,3.8E-05,0.001008,0.001821
2010-10-30T00:00:00,4E-05,0.001065,0.001924
2010-10-31T00:00:00,4.2E-05,0.001101,0.001989
2010-11-01T00:00:00,4.3E-05,0.001136,0.002052
2010-11-02T00:00:00,4.3E-05,0.001144,0.002067
2010-11-03T00:00:00,4.5E-05,0.001186,0.002142
2010-11-04T00:00:00,4.7E-05,0.001233,0.002228
2010-11-05T00:00:00,4.9E-05,0.001296,0.002342
2010-11-06T00:00:00,5.1E-05,0.001334,0.002409
2010-11-07T00:00:00,5.3E-05,0.001395,0.002519
2010-11-08T00:00:00,5.6E-05,0.001491,0.002693
2010-11-09T00:00:00,6E-05,0.001573,0.002842
2010-11-10T00:00:00,6.4E-05,0.001679,0.003033
2010-11-11T00:00:00,6.8E-05,0.001797,0.003246
2010-11-12T00:00:00,6.9E-05,0.001825,0.003297
2010-11-13T00:00:00,7.3E-05,0.001932,0.003491
2010-11-14T00:00:00,7.8E-05,0.002064,0.003729
2010-11-15T00:00:00,7.9E-05,0.002082,0.003762
2010-11-16T00:00:00,8E-05,0.002111,0.003813
2010-11-17T00:00:00,8.2E-05,0.002174,0.003928
2010-11-18T00:00:00,8.6E-05,0.002264,0.004089
2010-11-19T00:00:00,8.9E-05,0.002347,0.00424
2010-11-20T00:00:00,8.6E-05,0.002279,0.004117
2010-11-21T00:00:00,8.4E-05,0.002216,0.004002
2010-11-22T00:00:00,8.7E-05,0.002283,0.004124
2010-11-23T00:00:00,8.7E-05,0.002304,0.004163
2010-11-24T00:00:00,8.8E-05,0.002334,0.004217
2010-11-25T00:00:00,8.8E-05,0.002324,0.004198
2010-11-26T00:00:00,9.2E-05,0.00242,0.004371
2010-11-27T00:00:00,9.7E-05,0.002559,0.004623
2010-11-28T00:00:00,0.0001,0.002629,0.004749
2010-11-29T00:00:00,0.000103,0.002729,0.00493
2010-11-30T00:00:00,0.000109,0.002885,0.005212
2010-12-01T00:00:00,0.000113,0.002982,0.005386
2010-12-02T00:00:00,0.000116,0.003069,0.005544
2010-12-03T00:00:00,0.000119,0.003131,0.005656
2010-12-04T00:00:00,0.000126,0.003325,0.006007
2010-12-05T00:00:00,0.000135,0.003563,0.006437
2010-12-06T00:00:00,0.000141,0.003726,0.00673
2010-12-07T00:00:00,0.000147,0.003877,0.007003
2010-12-08T00:00:00,0.000152,0.004005,0.007235
2010-12-09T00:00:00,0.000156,0.004112,0.007428
2010-12-10T00:00:00,0.000159,0.004199,0.007585
2010-12-11T00:00:00,0.000163,0.004292,0.007754
2010-12-12T00:00:00,0.000165,0.004344,0.007848
2010-12-13T00:00:00,0.000162,0.004275,0.007722
2010-12-14T00:00:00,0.000164,0.004327,0.007816
2010-12-15T00:00:00,0.00017,0.004479,0.008091
2010-12-16T00:00:00,0.000173,0.004562,0.008242
2010-12-17T00:00:00,0.000176,0.004636,0.008375
2010-12-18T00:00:00,0.000174,0.004582,0.008277
2010-12-19T00:00:00,0.000176,0.004632,0.008368
2010-12-20T00:00:00,0.000178,0.004702,0.008495
2010-12-21T00:00:00,0.000183,0.004826,0.008717
2010-12-22T00:00:00,0.000181,0.004785,0.008644
2010-12-23T00:00:00,0.000181,0.004779,0.008633
2010-12-24T00:00:00,0.000182,0.004814,0.008696
2010-12-25T00:00:00,0.000188,0.00496,0.00896
2010-12-26T00:00:00,0.000186,0.004911,0.008872
2010-12-27T00:00:00,0.000192,0.005056,0.009133
2010-12-28T00:00:00,0.000191,0.005045,0.009113
2010-12-29T00:00:00,0.000193,0.005081,0.009179
2010-12-30T00:00:00,0.000197,0.005192,0.009378
2010-12-31T00:00:00,0.000199,0.005256,0.009495
2011-01-01T00:00:00,0.000201,0.005394,0.009602
2011-01-02T00:00:00,0.000207,0.005534,0.009851
2011-01-03T00:00:00,0.000208,0.005561,0.009901
2011-01-04T00:00:00,0.000206,0.005514,0.009816
2011-01-05T00:00:00,0.000207,0.005553,0.009886
2011-01-06T00:00:00,0.000206,0.005505,0.009801
2011-01-07T00:00:00,0.00021,0.005611,0.009988
2011-01-08T00:00:00,0.000211,0.005659,0.010075
2011-01-09T00:00:00,0.000213,0.005699,0.010145
2011-01-10T00:00:00,0.000215,0.005747,0.010232
2011-01-11T00:00:00,0.000221,0.00591,0.010521
2011-01-12T00:00:00,0.000223,0.005978,0.010643
2011-01-13T00:00:00,0.000232,0.006225,0.011082
2011-01-14T00:00:00,0.000236,0.006314,0.011241
2011-01-15T00:00:00,0.000235,0.006295,0.011206
2011-01-16T00:00:00,0.000242,0.006472,0.011521
2011-01-17T00:00:00,0.00025,0.006695,0.01192
2011-01-18T00:00:00,0.000248,0.006629,0.011802
2011-01-19T00:00:00,0.000252,0.006756,0.012027
2011-01-20T00:00:00,0.000257,0.006873,0.012236
2011-01-21T00:00:00,0.00026,0.006955,0.012383
2011-01-22T00:00:00,0.000264,0.007062,0.012572
2011-01-23T00:00:00,0.000263,0.007038,0.01253
2011-01-24T00:00:00,0.000264,0.00708,0.012604
2011-01-25T00:00:00,0.000268,0.007169,0.012762
2011-01-26T00:00:00,0.00027,0.007234,0.012878
2011-01-27T00:00:00,0.000269,0.007193,0.012807
2011-01-28T00:00:00,0.000272,0.00728,0.012961
2011-01-29T00:00:00,0.000278,0.007442,0.013249
2011-01-30T00:00:00,0.000282,0.007538,0.01342
2011-01-31T00:00:00,0.000285,0.007627,0.013578
2011-02-01T00:00:00,0.000294,0.007863,0.013999
2011-02-02T00:00:00,0.000296,0.007914,0.01409
2011-02-03T00:00:00,0.000298,0.007985,0.014215
2011-02-04T00:00:00,0.000308,0.00824,0.014669
2011-02-05T00:00:00,0.000313,0.008367,0.014896
2011-02-06T00:00:00,0.000318,0.008516,0.015161
2011-02-07T00:00:00,0.000327,0.00875,0.015577
2011-02-08T00:00:00,0.000334,0.008946,0.015927
2011-02-09T00:00:00,0.000352,0.009433,0.016794
2011-02-10T00:00:00,0.000368,0.009856,0.017547
2011-02-11T00:00:00,0.000375,0.010038,0.017871
2011-02-12T00:00:00,0.000389,0.01041,0.018533
2011-02-13T00:00:00,0.000404,0.010813,0.01925
2011-02-14T00:00:00,0.000408,0.010912,0.019426
2011-02-15T00:00:00,0.000423,0.011318,0.02015
2011-02-16T00:00:00,0.000431,0.011531,0.020529
2011-02-17T00:00:00,0.00044,0.011787,0.020984
2011-02-18T00:00:00,0.000464,0.012426,0.022123
2011-02-19T00:00:00,0.000469,0.012557,0.022356
2011-02-20T00:00:00,0.000488,0.013078,0.023283
2011-02-21T00:00:00,0.000511,0.013675,0.024345
2011-02-22T00:00:00,0.000532,0.014231,0.025336
2011-02-23T00:00:00,0.000563,0.015084,0.026855
2011-02-24T00:00:00,0.000581,0.015549,0.027683
2011-02-25T00:00:00,0.000591,0.015828,0.028179
2011-02-26T00:00:00,0.000638,0.017093,0.030431
2011-02-27T00:00:00,0.000681,0.018245,0.032482
2011-02-28T00:00:00,0.000696,0.018627,0.033162
2011-03-01T00:00:00,0.00069,0.018486,0.032911
2011-03-02T00:00:00,0.000696,0.018631,0.033169
2011-03-03T00:00:00,0.000727,0.019473,0.034669
2011-03-04T00:00:00,0.000773,0.020705,0.036861
2011-03-05T00:00:00,0.000833,0.022314,0.039726
2011-03-06T00:00:00,0.000881,0.023579,0.041978
2011-03-07T00:00:00,0.000919,0.024602,0.0438
2011-03-08T00:00:00,0.000955,0.025558,0.045501
2011-03-09T00:00:00,0.000963,0.025797,0.045927
2011-03-10T00:00:00,0.000941,0.025206,0.044875
2011-03-11T00:00:00,0.000868,0.023253,0.041397
2011-03-12T00:00:00,0.000765,0.020495,0.036488
2011-03-13T00:00:00,0.000653,0.017478,0.031116
2011-03-14T00:00:00,0.000577,0.015449,0.027505
2011-03-15T00:00:00,0.000516,0.013824,0.02461
2011-03-16T00:00:00,0.000471,0.012601,0.022434
2011-03-17T00:00:00,0.000447,0.011974,0.021317
2011-03-18T00:00:00,0.000442,0.011839,0.021077
2011-03-19T00:00:00,0.00043,0.011502,0.020477
2011-03-20T00:00:00,0.00044,0.011772,0.020957
2011-03-21T00:00:00,0.000458,0.012257,0.021821
2011-03-22T00:00:00,0.000461,0.012352,0.021989
2011-03-23T00:00:00,0.000472,0.012635,0.022494
2011-03-24T00:00:00,0.000477,0.012783,0.022758
2011-03-25T00:00:00,0.000496,0.01329,0.023659
2011-03-26T00:00:00,0.000501,0.013423,0.023898
2011-03-27T00:00:00,0.000498,0.013322,0.023717
2011-03-28T00:00:00,0.0005,0.013377,0.023815
2011-03-29T00:00:00,0.000514,0.013762,0.024501
2011-03-30T00:00:00,0.000506,0.013549,0.024122
2011-03-31T00:00:00,0.000521,0.013954,0.024842
2011-04-01T00:00:00,0.000522,0.013977,0.024884
2011-04-02T00:00:00,0.000541,0.01449,0.025797
2011-04-03T00:00:00,0.000556,0.014881,0.026492
2011-04-04T00:00:00,0.00056,0.015003,0.02671
2011-04-05T00:00:00,0.000576,0.015426,0.027463
2011-04-06T00:00:00,0.000586,0.015679,0.027913
2011-04-07T00:00:00,0.000574,0.015367,0.027358
2011-04-08T00:00:00,0.000584,0.015638,0.02784
2011-04-09T00:00:00,0.000587,0.015714,0.027976
2011-04-10T00:00:00,0.000601,0.016099,0.028661
2011-04-11T00:00:00,0.000609,0.016301,0.029021
2011-04-12T00:00:00,0.000607,0.016264,0.028954
2011-04-13T00:00:00,0.000632,0.016934,0.030148
2011-04-14T00:00:00,0.00064,0.017123,0.030485
2011-04-15T00:00:00,0.000623,0.016686,0.029707
2011-04-16T00:00:00,0.000632,0.016934,0.030148
2011-04-17T00:00:00,0.000636,0.017036,0.030329
2011-04-18T00:00:00,0.000635,0.017012,0.030287
2011-04-19T00:00:00,0.000641,0.017154,0.030538
2011-04-20T00:00:00,0.000623,0.01668,0.029695
2011-04-21T00:00:00,0.000626,0.01675,0.029821
2011-04-22T00:00:00,0.000659,0.017645,0.031413
2011-04-23T00:00:00,0.00067,0.017935,0.031929
2011-04-24T00:00:00,0.000671,0.017959,0.031973
2011-04-25T00:00:00,0.0007,0.018746,0.033373
2011-04-26T00:00:00,0.000725,0.019416,0.034566
2011-04-27T00:00:00,0.000749,0.020053,0.035701
2011-04-28T00:00:00,0.000759,0.020331,0.036195
2011-04-29T00:00:00,0.00086,0.023027,0.040994
2011-04-30T00:00:00,0.000985,0.02638,0.046964
2011-05-01T00:00:00,0.001108,0.029655,0.052794
2011-05-02T00:00:00,0.001234,0.033035,0.058812
2011-05-03T00:00:00,0.001357,0.036333,0.064683
2011-05-04T00:00:00,0.001489,0.03986,0.070962
2011-05-05T00:00:00,0.001659,0.044425,0.07909
2011-05-06T00:00:00,0.001721,0.046066,0.082011
2011-05-07T00:00:00,0.001755,0.046982,0.083642
2011-05-08T00:00:00,0.001804,0.048305,0.085998
2011-05-09T00:00:00,0.001874,0.050185,0.089344
2011-05-10T00:00:00,0.001957,0.05239,0.093271
2011-05-11T00:00:00,0.002052,0.054943,0.097816
2011-05-12T00:00:00,0.002081,0.055723,0.099204
2011-05-13T00:00:00,0.002179,0.058341,0.103865
2011-05-14T00:00:00,0.002344,0.062753,0.11172
2011-05-15T00:00:00,0.002463,0.065955,0.11742
2011-05-16T00:00:00,0.002588,0.069288,0.123354
2011-05-17T00:00:00,0.002719,0.072802,0.12961
2011-05-18T00:00:00,0.002913,0.077984,0.138836
2011-05-19T00:00:00,0.003083,0.082552,0.146967
2011-05-20T00:00:00,0.003321,0.088923,0.15831
2011-05-21T00:00:00,0.003497,0.093633,0.166694
2011-05-22T00:00:00,0.0038,0.101743,0.181134
2011-05-23T00:00:00,0.004149,0.111076,0.197748
2011-05-24T00:00:00,0.004515,0.120891,0.215222
2011-05-25T00:00:00,0.004827,0.129247,0.230099
2011-05-26T00:00:00,0.005294,0.141733,0.252328
2011-05-27T00:00:00,0.005507,0.147441,0.262489
2011-05-28T00:00:00,0.005661,0.151574,0.269848
2011-05-29T00:00:00,0.00585,0.156631,0.278851
2011-05-30T00:00:00,0.005818,0.155773,0.277322
2011-05-31T00:00:00,0.005731,0.153432,0.273156
2011-06-01T00:00:00,0.005807,0.155488,0.276816
2011-06-02T00:00:00,0.005571,0.149164,0.265557
2011-06-03T00:00:00,0.005498,0.147194,0.262049
2011-06-04T00:00:00,0.005564,0.148969,0.265211
2011-06-05T00:00:00,0.005449,0.145886,0.259721
2011-06-06T00:00:00,0.005656,0.151446,0.26962
2011-06-07T00:00:00,0.005739,0.153656,0.273555
2011-06-08T00:00:00,0.005707,0.152812,0.272053
2011-06-09T00:00:00,0.006075,0.162643,0.289553
2011-06-10T00:00:00,0.006402,0.171417,0.305174
2011-06-11T00:00:00,0.006788,0.181754,0.323577
2011-06-12T00:00:00,0.007142,0.191223,0.340436
2011-06-13T00:00:00,0.007271,0.194688,0.346604
2011-06-14T00:00:00,0.007642,0.204603,0.364255
2011-06-15T00:00:00,0.008393,0.22472,0.40007
2011-06-16T00:00:00,0.008664,0.231965,0.412968
2011-06-17T00:00:00,0.008974,0.240275,0.427763
2011-06-18T00:00:00,0.009227,0.247041,0.439809
2011-06-19T00:00:00,0.009764,0.261429,0.465423
2011-06-20T00:00:00,0.010412,0.278779,0.496312
2011-06-21T00:00:00,0.011105,0.297336,0.529349
2011-06-22T00:00:00,0.011397,0.305153,0.543264
2011-06-23T00:00:00,0.011843,0.317096,0.564527
2011-06-24T00:00:00,0.012437,0.332986,0.592816
2011-06-25T00:00:00,0.012644,0.338539,0.602702
2011-06-26T00:00:00,0.012728,0.340795,0.606718
2011-06-27T00:00:00,0.012965,0.347122,0.617982
2011-06-28T00:00:00,0.012955,0.34685,0.617498
2011-06-29T00:00:00,0.012075,0.323312,0.575593
2011-06-30T00:00:00,0.011461,0.306872,0.546325
2011-07-01T00:00:00,0.010545,0.282338,0.502648
2011-07-02T00:00:00,0.009909,0.265295,0.472306
2011-07-03T00:00:00,0.009177,0.245718,0.437453
2011-07-04T00:00:00,0.008243,0.2207,0.392913
2011-07-05T00:00:00,0.007224,0.193414,0.344335
2011-07-06T00:00:00,0.007155,0.191565,0.341044
2011-07-07T00:00:00,0.006894,0.184587,0.328621
2011-07-08T00:00:00,0.00698,0.186882,0.332707
2011-07-09T00:00:00,0.006979,0.18686,0.332667
2011-07-10T00:00:00,0.006919,0.185262,0.329823
2011-07-11T00:00:00,0.006968,0.186563,0.332138
2011-07-12T00:00:00,0.007095,0.189974,0.338211
2011-07-13T00:00:00,0.007437,0.199116,0.354486
2011-07-14T00:00:00,0.007527,0.201533,0.358789
2011-07-15T00:00:00,0.007506,0.200975,0.357796
2011-07-16T00:00:00,0.007562,0.202462,0.360444
2011-07-17T00:00:00,0.007791,0.208598,0.371367
2011-07-18T00:00:00,0.007881,0.211014,0.37567
2011-07-19T00:00:00,0.007904,0.211626,0.376759
2011-07-20T00:00:00,0.007697,0.206084,0.366892
2011-07-21T00:00:00,0.007839,0.209883,0.373656
2011-07-22T00:00:00,0.007848,0.210135,0.374103
2011-07-23T00:00:00,0.007855,0.21031,0.374416
2011-07-24T00:00:00,0.007921,0.212091,0.377586
2011-07-25T00:00:00,0.00798,0.213671,0.380399
2011-07-26T00:00:00,0.008301,0.222243,0.39566
2011-07-27T00:00:00,0.008488,0.227271,0.404612
2011-07-28T00:00:00,0.008511,0.227875,0.405686
2011-07-29T00:00:00,0.008609,0.230489,0.410341
2011-07-30T00:00:00,0.008654,0.231696,0.412489
2011-07-31T00:00:00,0.008721,0.233506,0.415712
2011-08-01T00:00:00,0.008015,0.214605,0.382062
2011-08-02T00:00:00,0.007212,0.193095,0.343768
2011-08-03T00:00:00,0.006434,0.172257,0.306671
2011-08-04T00:00:00,0.005704,0.152717,0.271882
2011-08-05T00:00:00,0.004943,0.132357,0.235636
2011-08-06T00:00:00,0.004213,0.112789,0.200798
2011-08-07T00:00:00,0.003322,0.088955,0.158366
2011-08-08T00:00:00,0.003247,0.086934,0.15477
2011-08-09T00:00:00,0.00322,0.086213,0.153485
2011-08-10T00:00:00,0.003203,0.085762,0.152682
2011-08-11T00:00:00,0.00323,0.086483,0.153967
2011-08-12T00:00:00,0.0032,0.085672,0.152522
2011-08-13T00:00:00,0.003227,0.086393,0.153806
2011-08-14T00:00:00,0.003247,0.086934,0.15477
2011-08-15T00:00:00,0.003222,0.086275,0.153597
2011-08-16T00:00:00,0.003204,0.085783,0.152719
2011-08-17T00:00:00,0.00313,0.0838,0.14919
2011-08-18T00:00:00,0.003132,0.08386,0.149297
2011-08-19T00:00:00,0.003113,0.08334,0.148371
2011-08-20T00:00:00,0.003164,0.084721,0.15083
2011-08-21T00:00:00,0.003235,0.086612,0.154195
2011-08-22T00:00:00,0.003346,0.089576,0.159473
2011-08-23T00:00:00,0.003371,0.090266,0.160701
2011-08-24T00:00:00,0.003365,0.090094,0.160394
2011-08-25T00:00:00,0.003336,0.089318,0.159013
2011-08-26T00:00:00,0.003387,0.090697,0.161469
2011-08-27T00:00:00,0.003291,0.088111,0.156864
2011-08-28T00:00:00,0.003149,0.084317,0.150111
2011-08-29T00:00:00,0.003049,0.081645,0.145352
2011-08-30T00:00:00,0.002865,0.076707,0.136562
2011-08-31T00:00:00,0.002767,0.074078,0.131881
2011-09-01T00:00:00,0.002609,0.069865,0.124381
2011-09-02T00:00:00,0.002471,0.066172,0.117807
2011-09-03T00:00:00,0.00239,0.064001,0.113942
2011-09-04T00:00:00,0.002305,0.061715,0.109871
2011-09-05T00:00:00,0.002196,0.058798,0.104678
2011-09-06T00:00:00,0.002206,0.059065,0.105154
2011-09-07T00:00:00,0.002165,0.057971,0.103206
2011-09-08T00:00:00,0.002165,0.057971,0.103206
2011-09-09T00:00:00,0.002161,0.057856,0.103001
2011-09-10T00:00:00,0.002135,0.057165,0.101771
2011-09-11T00:00:00,0.002116,0.056647,0.100849
2011-09-12T00:00:00,0.002066,0.055323,0.098492
2011-09-13T00:00:00,0.002045,0.054743,0.09746
2011-09-14T00:00:00,0.002062,0.055213,0.098296
2011-09-15T00:00:00,0.002116,0.056655,0.100863
2011-09-16T00:00:00,0.002038,0.054554,0.097122
2011-09-17T00:00:00,0.002036,0.054514,0.097052
2011-09-18T00:00:00,0.002103,0.0563,0.100231
2011-09-19T00:00:00,0.002086,0.055863,0.099452
2011-09-20T00:00:00,0.002081,0.055708,0.099176
2011-09-21T00:00:00,0.002081,0.055708,0.099176
2011-09-22T00:00:00,0.002064,0.055253,0.098367
2011-09-23T00:00:00,0.002093,0.056049,0.099784
2011-09-24T00:00:00,0.002083,0.055764,0.099278
2011-09-25T00:00:00,0.002038,0.054571,0.097152
2011-09-26T00:00:00,0.002053,0.054969,0.097861
2011-09-27T00:00:00,0.002037,0.054551,0.097118
2011-09-28T00:00:00,0.002028,0.054294,0.096659
2011-09-29T00:00:00,0.001969,0.052719,0.093855
2011-09-30T00:00:00,0.001936,0.051832,0.092277
2011-10-01T00:00:00,0.001954,0.052322,0.093149
2011-10-02T00:00:00,0.001911,0.051154,0.091069
2011-10-03T00:00:00,0.001922,0.051469,0.09163
2011-10-04T00:00:00,0.001869,0.050054,0.089112
2011-10-05T00:00:00,0.001865,0.049945,0.088917
2011-10-06T00:00:00,0.001872,0.050109,0.089209
2011-10-07T00:00:00,0.001904,0.050984,0.090768
2011-10-08T00:00:00,0.001629,0.043618,0.077654
2011-10-09T00:00:00,0.0014,0.037487,0.066737
2011-10-10T00:00:00,0.001121,0.030026,0.053456
2011-10-11T00:00:00,0.000906,0.024256,0.043184
2011-10-12T00:00:00,0.000627,0.016785,0.029882
2011-10-13T00:00:00,0.000379,0.010155,0.018079
2011-10-14T00:00:00,0.000115,0.00307,0.005466
2011-10-15T00:00:00,0.000114,0.003061,0.005449
2011-10-16T00:00:00,0.000111,0.00297,0.005288
2011-10-17T00:00:00,0.000108,0.002892,0.005148
2011-10-18T00:00:00,0.00011,0.002935,0.005225
2011-10-19T00:00:00,0.000109,0.002918,0.005195
2011-10-20T00:00:00,0.000109,0.002929,0.005215
2011-10-21T00:00:00,0.000107,0.002868,0.005106
2011-10-22T00:00:00,0.000103,0.002748,0.004893
2011-10-23T00:00:00,0.000101,0.002711,0.004827
2011-10-24T00:00:00,0.000102,0.002742,0.004881
2011-10-25T00:00:00,0.000104,0.002772,0.004934
2011-10-26T00:00:00,0.000102,0.002718,0.004839
2011-10-27T00:00:00,0.0001,0.002668,0.00475
2011-10-28T00:00:00,9.8E-05,0.002615,0.004655
2011-10-29T00:00:00,0.0001,0.002665,0.004744
2011-10-30T00:00:00,0.0001,0.002675,0.004762
2011-10-31T00:00:00,9.8E-05,0.002616,0.004657
2011-11-01T00:00:00,9.7E-05,0.002596,0.004621
2011-11-02T00:00:00,9.8E-05,0.002627,0.004676
2011-11-03T00:00:00,9.8E-05,0.002635,0.004691
2011-11-04T00:00:00,0.0001,0.002686,0.004783
2011-11-05T00:00:00,0.000101,0.002709,0.004822
2011-11-06T00:00:00,0.000102,0.002732,0.004864
2011-11-07T00:00:00,0.000102,0.002728,0.004857
2011-11-08T00:00:00,0.000102,0.002726,0.004852
2011-11-09T00:00:00,0.000103,0.002745,0.004886
2011-11-10T00:00:00,0.000104,0.002788,0.004964
2011-11-11T00:00:00,0.000101,0.002712,0.004828
2011-11-12T00:00:00,0.000101,0.002704,0.004813
2011-11-13T00:00:00,0.000101,0.002704,0.004813
2011-11-14T00:00:00,0.000102,0.002731,0.004862
2011-11-15T00:00:00,0.000103,0.002771,0.004933
2011-11-16T00:00:00,0.000101,0.002696,0.0048
2011-11-17T00:00:00,0.0001,0.002688,0.004785
2011-11-18T00:00:00,0.000102,0.002722,0.004847
2011-11-19T00:00:00,0.0001,0.002665,0.004744
2011-11-20T00:00:00,9.9E-05,0.002658,0.004733
